dataset,method,num_of_feat,num_of_elems,accuracy,precision,ftp,tpr,f1_score,matrix
glass2.dat,ANOVA,3,214,0.9205607476635513,1.0,nan,0.9205607476635514,0.9586374695863746,[[98.5  0. ] [ 8.5  0. ]]
glass2.dat,RELIEF,3,214,0.9205607476635513,1.0,nan,0.9205607476635514,0.9586374695863746,[[98.5  0. ] [ 8.5  0. ]]
glass2.dat,INFORATION GAIN,3,214,0.9205607476635513,1.0,nan,0.9205607476635514,0.9586374695863746,[[98.5  0. ] [ 8.5  0. ]]
glass2.dat,CHI SQUARE,3,214,0.9205607476635513,1.0,nan,0.9205607476635514,0.9586374695863746,[[98.5  0. ] [ 8.5  0. ]]
glass2.dat,CORRELATION COEF,3,214,0.9196261682242991,0.9989847715736041,1.0,0.9204864359214219,0.958130477117819,[[98.4  0.1] [ 8.5  0. ]]
glass4.dat,NO SELECTION,9,214,0.9411214953271028,0.9990049751243781,0.25,0.9418386491557224,0.9695799130854659,[[1.004e+02 1.000e-01] [6.200e+00 3.000e-01]]
glass4.dat,ANOVA,3,214,0.9420560747663552,1.0,0.0,0.9418931583880037,0.9700772200772201,[[100.5   0. ] [  6.2   0.3]]
glass4.dat,RELIEF,3,214,0.9383177570093458,0.9980099502487562,0.6666666666666666,0.9400187441424555,0.968146718146718,[[1.003e+02 2.000e-01] [6.400e+00 1.000e-01]]
glass4.dat,INFORATION GAIN,3,214,0.9383177570093458,0.9960199004975124,0.5714285714285715,0.9416745061147694,0.9680851063829786,[[100.1   0.4] [  6.2   0.3]]
glass4.dat,CHI SQUARE,3,214,0.9392523364485982,1.0,nan,0.9392523364485982,0.9686746987951808,[[100.5   0. ] [  6.5   0. ]]
glass4.dat,CORRELATION COEF,3,214,0.9392523364485982,0.9970149253731344,0.5,0.9417293233082706,0.9685838569357178,[[100.2   0.3] [  6.2   0.3]]
yeast-1-2-8-9_vs_7.dat,NO SELECTION,8,947,0.9683209784034043,1.0,nan,0.9683210137275607,0.9839055793991416,[[458.5   0. ] [ 15.    0. ]]
yeast-1-2-8-9_vs_7.dat,ANOVA,3,947,0.9683209784034043,1.0,nan,0.9683210137275607,0.9839055793991416,[[458.5   0. ] [ 15.    0. ]]
yeast-1-2-8-9_vs_7.dat,RELIEF,3,947,0.9683209784034043,1.0,nan,0.9683210137275607,0.9839055793991416,[[458.5   0. ] [ 15.    0. ]]
yeast-1-2-8-9_vs_7.dat,INFORATION GAIN,3,947,0.9683209784034043,1.0,nan,0.9683210137275607,0.9839055793991416,[[458.5   0. ] [ 15.    0. ]]
yeast-1-2-8-9_vs_7.dat,CHI SQUARE,3,947,0.9683209784034043,1.0,nan,0.9683210137275607,0.9839055793991416,[[458.5   0. ] [ 15.    0. ]]
yeast-1-2-8-9_vs_7.dat,CORRELATION COEF,3,947,0.9683209784034043,1.0,nan,0.9683210137275607,0.9839055793991416,[[458.5   0. ] [ 15.    0. ]]
abalone19.dat,NO SELECTION,8,4174,0.9923334930522282,0.0,0.007666506947771922,nan,nan,[[   0.   16.] [   0. 2071.]]
abalone19.dat,ANOVA,3,4174,0.9923334930522282,0.0,0.007666506947771922,nan,nan,[[   0.   16.] [   0. 2071.]]
abalone19.dat,RELIEF,3,4174,0.9923334930522282,0.0,0.007666506947771922,nan,nan,[[   0.   16.] [   0. 2071.]]
abalone19.dat,INFORATION GAIN,3,4174,0.9923334930522282,0.0,0.007666506947771922,nan,nan,[[   0.   16.] [   0. 2071.]]
abalone19.dat,CHI SQUARE,3,4174,0.9923334930522282,0.0,0.007666506947771922,nan,nan,[[   0.   16.] [   0. 2071.]]
abalone19.dat,CORRELATION COEF,3,4174,0.9923334930522282,0.0,0.007666506947771922,nan,nan,[[   0.   16.] [   0. 2071.]]
yeast-1-4-5-8_vs_7.dat,NO SELECTION,8,693,0.9567098665689395,1.0,nan,0.9567099567099567,0.9778761061946903,[[331.5   0. ] [ 15.    0. ]]
yeast-1-4-5-8_vs_7.dat,ANOVA,3,693,0.9567098665689395,1.0,nan,0.9567099567099567,0.9778761061946903,[[331.5   0. ] [ 15.    0. ]]
yeast-1-4-5-8_vs_7.dat,RELIEF,3,693,0.9567098665689395,1.0,nan,0.9567099567099567,0.9778761061946903,[[331.5   0. ] [ 15.    0. ]]
yeast-1-4-5-8_vs_7.dat,INFORATION GAIN,3,693,0.9567098665689395,1.0,nan,0.9567099567099567,0.9778761061946903,[[331.5   0. ] [ 15.    0. ]]
yeast-1-4-5-8_vs_7.dat,CHI SQUARE,3,693,0.9567098665689395,1.0,nan,0.9567099567099567,0.9778761061946903,[[331.5   0. ] [ 15.    0. ]]
yeast-1-4-5-8_vs_7.dat,CORRELATION COEF,3,693,0.9567098665689395,1.0,nan,0.9567099567099567,0.9778761061946903,[[331.5   0. ] [ 15.    0. ]]
vowel0.dat,NO SELECTION,13,988,0.9307692307692308,0.9993318485523385,0.02631578947368421,0.9297554910899296,0.963288965221125,[[4.487e+02 3.000e-01] [3.390e+01 1.110e+01]]
vowel0.dat,ANOVA,3,988,0.9690283400809717,0.9937639198218262,0.07932011331444759,0.9727490734684979,0.9831442106422827,[[446.2   2.8] [ 12.5  32.5]]
vowel0.dat,RELIEF,3,988,0.918825910931174,0.9953229398663697,0.23076923076923078,0.9216333264590637,0.9570617839169077,[[446.9   2.1] [ 38.    7. ]]
vowel0.dat,INFORATION GAIN,3,988,0.9649797570850203,0.9942093541202672,0.07902735562310031,0.9681197137280416,0.9809910998791341,[[446.4   2.6] [ 14.7  30.3]]
vowel0.dat,CHI SQUARE,3,988,0.961336032388664,0.9926503340757238,0.10153846153846154,0.9657638136511376,0.9790225151015925,[[445.7   3.3] [ 15.8  29.2]]
vowel0.dat,CORRELATION COEF,3,988,0.9103238866396761,0.9997772828507795,0.11111111111111112,0.9103630095315352,0.9529773909351449,[[4.489e+02 1.000e-01] [4.420e+01 8.000e-01]]
yeast6.dat,NO SELECTION,8,1484,0.9815363881401618,0.9969634230503795,0.26829268292682934,0.9843281548105751,0.9906054995542755,[[722.3   2.2] [ 11.5   6. ]]
yeast6.dat,ANOVA,3,1484,0.9766846361185983,0.9966873706004141,0.48,0.9797829036635007,0.9881628463906945,[[722.1   2.4] [ 14.9   2.6]]
yeast6.dat,RELIEF,3,1484,0.9764150943396226,1.0,nan,0.9764150943396226,0.9880668257756563,[[724.5   0. ] [ 17.5   0. ]]
yeast6.dat,INFORATION GAIN,3,1484,0.9734501347708895,0.9959972394755003,0.8055555555555556,0.9772481040086675,0.9865335976485065,[[7.216e+02 2.900e+00] [1.680e+01 7.000e-01]]
yeast6.dat,CHI SQUARE,3,1484,0.9727762803234501,0.9954451345755694,0.8461538461538461,0.9771033735266225,0.9861889785313825,[[7.212e+02 3.300e+00] [1.690e+01 6.000e-01]]
yeast6.dat,CORRELATION COEF,3,1484,0.9768194070080863,0.997791580400276,0.4571428571428572,0.9788761002031144,0.9882433356117567,[[722.9   1.6] [ 15.6   1.9]]
glass-0-1-6_vs_2.dat,NO SELECTION,9,192,0.9114583333333333,1.0,nan,0.9114583333333334,0.9536784741144414,[[87.5  0. ] [ 8.5  0. ]]
glass-0-1-6_vs_2.dat,ANOVA,3,192,0.9114583333333333,1.0,nan,0.9114583333333334,0.9536784741144414,[[87.5  0. ] [ 8.5  0. ]]
glass-0-1-6_vs_2.dat,RELIEF,3,192,0.9114583333333333,1.0,nan,0.9114583333333334,0.9536784741144414,[[87.5  0. ] [ 8.5  0. ]]
glass-0-1-6_vs_2.dat,INFORATION GAIN,3,192,0.9114583333333333,1.0,nan,0.9114583333333334,0.9536784741144414,[[87.5  0. ] [ 8.5  0. ]]
glass-0-1-6_vs_2.dat,CHI SQUARE,3,192,0.9114583333333333,1.0,nan,0.9114583333333334,0.9536784741144414,[[87.5  0. ] [ 8.5  0. ]]
glass-0-1-6_vs_2.dat,CORRELATION COEF,3,192,0.9114583333333333,1.0,nan,0.9114583333333334,0.9536784741144414,[[87.5  0. ] [ 8.5  0. ]]
page-blocks-1-3_vs_4.dat,NO SELECTION,10,472,0.9427966101694917,0.9954954954954955,0.4,0.9464668094218416,0.9703622392974753,[[221.    1. ] [ 12.5   1.5]]
page-blocks-1-3_vs_4.dat,ANOVA,3,472,0.9478813559322032,0.9981981981981982,0.16,0.9490364025695931,0.9729967069154773,[[221.6   0.4] [ 11.9   2.1]]
page-blocks-1-3_vs_4.dat,RELIEF,3,472,0.9478813559322032,0.9981981981981982,0.16,0.9490364025695931,0.9729967069154773,[[221.6   0.4] [ 11.9   2.1]]
page-blocks-1-3_vs_4.dat,INFORATION GAIN,3,472,0.9491525423728813,0.9972972972972973,0.18749999999999997,0.9510309278350515,0.9736147757255936,[[221.4   0.6] [ 11.4   2.6]]
page-blocks-1-3_vs_4.dat,CHI SQUARE,3,472,0.9491525423728813,0.9941441441441441,0.28260869565217395,0.9537597234226448,0.9735333039258933,[[220.7   1.3] [ 10.7   3.3]]
page-blocks-1-3_vs_4.dat,CORRELATION COEF,3,472,0.9440677966101697,0.9981981981981982,0.25,0.9453924914675768,0.9710780017528483,[[221.6   0.4] [ 12.8   1.2]]
shuttle-c0-vs-c4.dat,NO SELECTION,9,1829,0.9993440231493107,1.0,0.0,0.9992970946579194,0.9996484237665534,[[8.53e+02 0.00e+00] [6.00e-01 6.09e+01]]
shuttle-c0-vs-c4.dat,ANOVA,3,1829,0.9994533127667969,1.0,0.0,0.9994141769185706,0.9997070026369762,[[8.53e+02 0.00e+00] [5.00e-01 6.10e+01]]
shuttle-c0-vs-c4.dat,RELIEF,3,1829,0.9994533127667969,1.0,0.0,0.9994141769185706,0.9997070026369762,[[8.53e+02 0.00e+00] [5.00e-01 6.10e+01]]
shuttle-c0-vs-c4.dat,INFORATION GAIN,3,1829,0.9994533127667969,1.0,0.0,0.9994141769185706,0.9997070026369762,[[8.53e+02 0.00e+00] [5.00e-01 6.10e+01]]
shuttle-c0-vs-c4.dat,CHI SQUARE,3,1829,1.0,1.0,0.0,1.0,1.0,[[853.    0. ] [  0.   61.5]]
shuttle-c0-vs-c4.dat,CORRELATION COEF,3,1829,0.9994533127667969,1.0,0.0,0.9994141769185706,0.9997070026369762,[[8.53e+02 0.00e+00] [5.00e-01 6.10e+01]]
yeast-2_vs_4.dat,NO SELECTION,8,514,0.9486381322957198,0.9961123110151188,0.06382978723404256,0.9493618773157677,0.9721753794266441,[[230.6   0.9] [ 12.3  13.2]]
yeast-2_vs_4.dat,ANOVA,3,514,0.9540856031128404,0.9922246220302375,0.10404624277456648,0.9582811848143513,0.9749575551782682,[[229.7   1.8] [ 10.   15.5]]
yeast-2_vs_4.dat,RELIEF,3,514,0.9007782101167315,1.0,nan,0.9007782101167315,0.947799385875128,[[231.5   0. ] [ 25.5   0. ]]
yeast-2_vs_4.dat,INFORATION GAIN,3,514,0.9540856031128404,0.9922246220302375,0.10404624277456648,0.9582811848143513,0.9749575551782682,[[229.7   1.8] [ 10.   15.5]]
yeast-2_vs_4.dat,CHI SQUARE,3,514,0.9560311284046692,0.9943844492440604,0.07738095238095238,0.958368026644463,0.9760440958236166,[[230.2   1.3] [ 10.   15.5]]
yeast-2_vs_4.dat,CORRELATION COEF,3,514,0.9412451361867704,0.996976241900648,0.059322033898305086,0.9412724306688417,0.9683238934340257,[[230.8   0.7] [ 14.4  11.1]]
yeast-1_vs_7.dat,NO SELECTION,7,459,0.9359483576988797,1.0,0.0,0.9358638743455497,0.966869506423259,[[214.5   0. ] [ 14.7   0.3]]
yeast-1_vs_7.dat,ANOVA,3,459,0.934642111258781,0.9995337995337995,0.5,0.9350196249454863,0.9662009914375845,[[2.144e+02 1.000e-01] [1.490e+01 1.000e-01]]
yeast-1_vs_7.dat,RELIEF,3,459,0.9315929371558761,0.9967365967365968,1.0,0.9344405594405595,0.9645838032934808,[[213.8   0.7] [ 15.    0. ]]
yeast-1_vs_7.dat,INFORATION GAIN,3,459,0.9342035314220618,0.9990675990675991,0.6666666666666666,0.9349912739965096,0.9659679963939599,[[2.143e+02 2.000e-01] [1.490e+01 1.000e-01]]
yeast-1_vs_7.dat,CHI SQUARE,3,459,0.933330168976647,0.9986013986013985,1.0,0.9345549738219895,0.9655172413793103,[[214.2   0.3] [ 15.    0. ]]
yeast-1_vs_7.dat,CORRELATION COEF,3,459,0.9346402126447693,1.0,nan,0.934640522875817,0.9662162162162162,[[214.5   0. ] [ 15.    0. ]]
shuttle-c2-vs-c4.dat,NO SELECTION,9,129,0.953485576923077,1.0,nan,0.9534883720930233,0.9761904761904763,[[61.5  0. ] [ 3.   0. ]]
shuttle-c2-vs-c4.dat,ANOVA,3,129,0.953485576923077,1.0,nan,0.9534883720930233,0.9761904761904763,[[61.5  0. ] [ 3.   0. ]]
shuttle-c2-vs-c4.dat,RELIEF,3,129,0.953485576923077,1.0,nan,0.9534883720930233,0.9761904761904763,[[61.5  0. ] [ 3.   0. ]]
shuttle-c2-vs-c4.dat,INFORATION GAIN,3,129,0.953485576923077,1.0,nan,0.9534883720930233,0.9761904761904763,[[61.5  0. ] [ 3.   0. ]]
shuttle-c2-vs-c4.dat,CHI SQUARE,3,129,0.953485576923077,1.0,nan,0.9534883720930233,0.9761904761904763,[[61.5  0. ] [ 3.   0. ]]
shuttle-c2-vs-c4.dat,CORRELATION COEF,3,129,0.953485576923077,1.0,nan,0.9534883720930233,0.9761904761904763,[[61.5  0. ] [ 3.   0. ]]
glass-0-1-6_vs_5.dat,NO SELECTION,9,184,0.951086956521739,1.0,nan,0.9510869565217391,0.9749303621169916,[[87.5  0. ] [ 4.5  0. ]]
glass-0-1-6_vs_5.dat,ANOVA,3,184,0.951086956521739,1.0,nan,0.9510869565217391,0.9749303621169916,[[87.5  0. ] [ 4.5  0. ]]
glass-0-1-6_vs_5.dat,RELIEF,3,184,0.951086956521739,1.0,nan,0.9510869565217391,0.9749303621169916,[[87.5  0. ] [ 4.5  0. ]]
glass-0-1-6_vs_5.dat,INFORATION GAIN,3,184,0.951086956521739,1.0,nan,0.9510869565217391,0.9749303621169916,[[87.5  0. ] [ 4.5  0. ]]
glass-0-1-6_vs_5.dat,CHI SQUARE,3,184,0.951086956521739,1.0,nan,0.9510869565217391,0.9749303621169916,[[87.5  0. ] [ 4.5  0. ]]
glass-0-1-6_vs_5.dat,CORRELATION COEF,3,184,0.951086956521739,1.0,nan,0.9510869565217391,0.9749303621169916,[[87.5  0. ] [ 4.5  0. ]]
yeast-0-5-6-7-9_vs_4.dat,NO SELECTION,8,528,0.9109848484848484,0.9928721174004194,0.31481481481481477,0.9156999226604795,0.9527258096962382,[[236.8   1.7] [ 21.8   3.7]]
yeast-0-5-6-7-9_vs_4.dat,ANOVA,3,528,0.9178030303030305,0.9911949685534591,0.2625,0.9234375,0.9561172901921132,[[236.4   2.1] [ 19.6   5.9]]
yeast-0-5-6-7-9_vs_4.dat,RELIEF,3,528,0.903409090909091,1.0,nan,0.9034090909090909,0.9492537313432836,[[238.5   0. ] [ 25.5   0. ]]
yeast-0-5-6-7-9_vs_4.dat,INFORATION GAIN,3,528,0.9170454545454545,0.9920335429769391,0.25675675675675674,0.922057677318784,0.9557665118157948,[[236.6   1.9] [ 20.    5.5]]
yeast-0-5-6-7-9_vs_4.dat,CHI SQUARE,3,528,0.921590909090909,0.9911949685534591,0.23333333333333334,0.9270588235294118,0.9580547112462007,[[236.4   2.1] [ 18.6   6.9]]
yeast-0-5-6-7-9_vs_4.dat,CORRELATION COEF,3,528,0.903409090909091,0.99958071278826,0.5,0.9037149355572404,0.9492335257814055,[[2.384e+02 1.000e-01] [2.540e+01 1.000e-01]]
ecoli-0-1-3-7_vs_2-6.dat,NO SELECTION,7,281,0.9751013171225937,1.0,nan,0.9750889679715302,0.9873873873873874,[[137.    0. ] [  3.5   0. ]]
ecoli-0-1-3-7_vs_2-6.dat,ANOVA,3,281,0.9751013171225937,1.0,nan,0.9750889679715302,0.9873873873873874,[[137.    0. ] [  3.5   0. ]]
ecoli-0-1-3-7_vs_2-6.dat,RELIEF,3,281,0.9751013171225937,1.0,nan,0.9750889679715302,0.9873873873873874,[[137.    0. ] [  3.5   0. ]]
ecoli-0-1-3-7_vs_2-6.dat,INFORATION GAIN,3,281,0.9751013171225937,1.0,nan,0.9750889679715302,0.9873873873873874,[[137.    0. ] [  3.5   0. ]]
ecoli-0-1-3-7_vs_2-6.dat,CHI SQUARE,3,281,0.9751013171225937,1.0,nan,0.9750889679715302,0.9873873873873874,[[137.    0. ] [  3.5   0. ]]
ecoli-0-1-3-7_vs_2-6.dat,CORRELATION COEF,3,281,0.9751013171225937,1.0,nan,0.9750889679715302,0.9873873873873874,[[137.    0. ] [  3.5   0. ]]
glass5.dat,NO SELECTION,9,214,0.9579439252336448,1.0,nan,0.9579439252336449,0.9785202863961814,[[102.5   0. ] [  4.5   0. ]]
glass5.dat,ANOVA,3,214,0.9579439252336448,1.0,nan,0.9579439252336449,0.9785202863961814,[[102.5   0. ] [  4.5   0. ]]
glass5.dat,RELIEF,3,214,0.9579439252336448,1.0,nan,0.9579439252336449,0.9785202863961814,[[102.5   0. ] [  4.5   0. ]]
glass5.dat,INFORATION GAIN,3,214,0.9579439252336448,1.0,nan,0.9579439252336449,0.9785202863961814,[[102.5   0. ] [  4.5   0. ]]
glass5.dat,CHI SQUARE,3,214,0.9579439252336448,1.0,nan,0.9579439252336449,0.9785202863961814,[[102.5   0. ] [  4.5   0. ]]
glass5.dat,CORRELATION COEF,3,214,0.9579439252336448,1.0,nan,0.9579439252336449,0.9785202863961814,[[102.5   0. ] [  4.5   0. ]]
